stringsfile version 1
4106
str_no_string NO_STRING!
str__has_put_together_a_bounty_on_some_bandits_who_have_been_attacking_travellers_in_the_area _has_put_together_a_bounty_on_some_bandits_who_have_been_attacking_travellers_in_the_area.
str__is_looking_for_a_way_to_avoid_an_impending_war _is_looking_for_a_way_to_avoid_an_impending_war.
str__may_need_help_rescuing_an_imprisoned_family_member _may_need_help_rescuing_an_imprisoned_family_member.
str__has_been_asking_around_for_someone_who_might_want_work_id_watch_yourself_with_him_though _has_been_asking_around_for_someone_who_might_want_work._I'd_watch_yourself_with_{reg4?her:him},_though.
str_town town
str_castle castle
str__but_he_is_holding_there_as_a_prisoner_at_dungeon_of_s13 _But_{reg4?she:he}_is_being_held_there_as_a_prisoner_in_the_{s13}'s_dungeon.
str_log_entry_type_reg4_for_s4_total_entries_reg5 {!}DEBUG_:_Log_entry_type:_{reg4}_for_{s4},_total_entries:_{reg5}
str_error__reputation_type_for_s9_not_within_range {!}ERROR_-_reputation_type_for_{s9}_not_within_range
str_they_say_that_s9_is_a_most_conventional_maiden__devoted_to_her_family_of_a_kind_and_gentle_temperament_a_lady_in_all_her_way They_say_that_{s9}_is_a_most_conventional_{reg4?maiden:lad}_-_devoted_to_{reg4?her:his}_family,_of_a_kind_and_gentle_temperament,_a_{reg4?lady:young_gentleman}_in_all_{reg4?her:his}_way.
str_they_say_that_s9_is_a_bit_of_a_romantic_a_dreamer__of_a_gentle_temperament_yet_unpredictable_she_is_likely_to_be_led_by_her_passions_and_will_be_trouble_for_her_family_ill_wager They_say_that_{s9}_is_a_bit_of_a_romantic,_a_dreamer_--_of_a_gentle_temperament,_yet_unpredictable._{reg4?She:He}_is_likely_to_be_led_by_{reg4?her:his}_passions,_and_will_be_trouble_for_{reg4?her:his}_family,_I'll_wager.
str_they_say_that_s9_is_determined_to_marry_well_and_make_her_mark_in_the_world_she_may_be_a_tremendous_asset_for_her_husband__provided_he_can_satisfy_her_ambition They_say_that_{s9}_is_determined_to_marry_well_and_make_{reg4?her:his}_mark_in_the_world._{reg4?She:He}_may_be_a_tremendous_asset_for_{reg4?her_husband:his_wife}_--_provided_{reg4?he:she}_can_satisfy_{reg4?her:his}_ambition!
str_they_say_that_s9_loves_to_hunt_and_ride_maybe_she_wishes_she_were_a_man_whoever_she_marries_will_have_a_tough_job_keeping_the_upper_hand_i_would_say They_say_that_{s9}_loves_to_hunt_and_ride._Maybe_{reg4?she:he}_wishes_{reg4?she:he}_were_a_{reg4?man:woman}!_Whoever_{reg4?she:he}_marries_will_have_a_tough_job_keeping_the_upper_hand,_I_would_say.
str_they_say_that_s9_is_a_lady_of_the_highest_moral_standards_very_admirable_very_admirable__and_very_hard_to_please_ill_warrant They_say_that_{s9}_is_a_{reg4?lady:young_gentleman}_of_the_highest_moral_standards._Very_admirable,_very_admirable_--_and_very_hard_to_please,_I'll_warrant.
str_s9_is_now_betrothed_to_s11_soon_we_believe_there_shall_be_a_wedding {s9}_is_now_betrothed_to_{s11}._Soon,_we_believe,_there_shall_be_a_wedding!
str_i_have_not_heard_any_news_about_her I_have_not_heard_any_news_about_{reg4?her:him}.
str_searching_for_rumors_for_s9 {!}DEBUG_:_Searching_for_rumors_for_{s9}
str_they_say_that_s9_has_shown_favor_to_s11_perhaps_it_will_not_be_long_until_they_are_betrothed__if_her_family_permits They_say_that_{s9}_has_shown_favor_to_{s11}._Perhaps_it_will_not_be_long_until_they_are_betrothed_--_if_{reg4?her:his}_family_permits.
str_they_say_that_s9_has_been_forced_by_her_family_into_betrothal_with_s11 They_say_that_{s9}_has_been_forced_by_{reg4?her:his}_family_into_betrothal_with_{s11}.
str_they_say_that_s9_has_agreed_to_s11s_suit_and_the_two_are_now_betrothed They_say_that_{s9}_has_agreed_to_{s11}'s_suit,_and_the_two_are_now_betrothed.
str_they_say_that_s9_under_pressure_from_her_family_has_agreed_to_betrothal_with_s11 They_say_that_{s9},_under_pressure_from_{reg4?her:his}_family,_has_agreed_to_betrothal_with_{s11}.
str_they_say_that_s9_has_refused_s11s_suit They_say_that_{s9}_has_refused_{s11}'s_suit.
str_they_say_that_s11_has_tired_of_pursuing_s9 They_say_that_{s11}_has_tired_of_pursuing_{s9}.
str_they_say_that_s9s_family_has_forced_her_to_renounce_s11_whom_she_much_loved They_say_that_{s9}'s_family_has_forced_{reg4?her:him}_to_renounce_{s11},_whom_{reg4?she:he}_much_loved.
str_they_say_that_s9_has_run_away_with_s11_causing_her_family_much_grievance They_say_that_{s9}_has_run_away_with_{s11},_causing_{reg4?her:his}_family_much_grievance.
str_they_say_that_s9_and_s11_have_wed They_say_that_{s9}_and_{s11}_have_wed.
str_they_say_that_s9_was_recently_visited_by_s11_who_knows_where_that_might_lead They_say_that_{s9}_was_recently_visited_by_{s11}._Who_knows_where_that_might_lead!
str_there_is_not_much_to_tell_but_it_is_still_early_in_the_season There_is_not_much_to_tell,_but_it_is_still_early_in_the_season
str_error_lady_selected_=_s9 {!}ERROR:_lady_selected_=_{s9}
str_s12there_is_a_feast_of_the_s3_in_progress_at_s4_but_it_has_been_going_on_for_a_couple_of_days_and_is_about_to_end_ {s12}There_is_a_feast_of_the_{s3}_in_progress_at_{s4},_but_it_has_been_going_on_for_a_couple_of_days_and_is_about_to_end._
str_s12there_is_a_feast_of_the_s3_in_progress_at_s4_which_should_last_for_at_least_another_day_ {s12}There_is_a_feast_of_the_{s3}_in_progress_at_{s4},_which_should_last_for_at_least_another_day._
str_s12there_is_a_feast_of_the_s3_in_progress_at_s4_which_has_only_just_begun_ {s12}There_is_a_feast_of_the_{s3}_in_progress_at_{s4},_which_has_only_just_begun._
str_not_at_this_time_no Not_at_this_time,_no.
str_s12the_great_lords_bring_their_daughters_and_sisters_to_these_occasions_to_see_and_be_seen_so_they_represent_an_excellent_opportunity_to_make_a_ladys_acquaintance {s12}The_great_lords_bring_their_daughters_and_sisters_to_these_occasions_to_see_and_be_seen,_so_they_represent_an_excellent_opportunity_to_make_a_lady's_acquaintance.
str_you_will_not_be_disappointed_sirmadam_you_will_not_find_better_warriors_in_all_calradia You_will_not_be_disappointed_{sir/madam}._You_will_not_find_better_warriors_in_all_of_France.
str_your_excellency your_excellency
str_s10_and_s11 {s10}_and_{s11}
str_your_loyal_subjects your_loyal_subjects
str_loyal_subjects_of_s10 loyal_subjects_of_{s10}
str_the the
str_we we
str_track_down_s7_and_defeat_him_defusing_calls_for_war_within_the_s11 Track_down_{s7}_and_defeat_him,_defusing_calls_for_war_within_the_{s11}.
str_track_down_the_s9_who_attacked_travellers_near_s8_then_report_back_to_the_town Track_down_the_{s9}_who_attacked_travellers_near_{s8},_then_report_back_to_the_town.
str_fire_time__reg0_cur_time__reg1 {!}DEBUG_:_fire_time_:_{reg0},_cur_time_:_{reg1}
str_fire_set_up_time_at_city_reg0_is_reg1 {!}fire_set_up_time_at_city_{reg0}_is_{reg1}
str_our_power__reg3__enemy_power__reg4 {!}our_power_:_{reg3},_enemy_power_:_{reg4}
str_do_you_wish_to_award_it_to_one_of_your_vassals Do_you_wish_to_award_it_to_one_of_your_vassals?
str_who_do_you_wish_to_give_it_to Who_do_you_wish_to_give_it_to?
str_sire_my_lady_we_have_taken_s1_s2 {Sire/My_lady},_we_have_taken_{s1}._{s2}
str_s12i_want_to_have_s1_for_myself {s12}I_want_to_have_{s1}_for_myself._{s2}
str_fiefs_s0 (fiefs:_{s0})
str_reserved_001 {!}Reserved_001
str_production_setting_buy_from_market We_are_buying_raw_materials_from_the_market.
str_production_setting_buy_from_inventory We_are_only_using_the_raw_materials_in_our_inventory.
str_production_setting_produce_to_inventory We_are_putting_our_output_into_the_inventory.
str_production_setting_produce_to_market We_are_selling_our_output_directly_into_the_inventory.
str_feast_quest_expired You_were_unable_to_hold_a_feast_as_planned._Most_likely,_major_faction_campaigns_or_other_events_intervened._You_may_attempt_to_hold_the_feast_again,_if_you_wish.
str_whereabouts_unknown Whereabouts_unknown.
str_mulberry_groves acres_of_mulberry_groves
str_olive_groves acres_of_olive_groves
str_acres_flax acres_of_flax_fields
str_enterprise_enemy_realm {Sir/Madame},_you_are_an_enemy_of_this_realm._We_cannot_allow_you_to_buy_land_here.
str_intrigue_success_chance {!}Your_modified_relation:_{reg5},_{s4}'s_relation:_{reg4}
str_you_intend_to_denounce_s14_to_s13_on_behalf_of_s12 You_intend_to_privately_denounce_{s14}_to_{s13}_on_behalf_of_{s12}
str_you_intend_to_denounce_s14_to_his_face_on_behalf_of_s14 You_intend_to_openly_denounce_{s14}_to_his_face,_on_behalf_of_{s12}
str_you_intend_to_bring_gift_for_s14 You_intend_to_bring_velvet_and_furs_to_{s12}._Then,_speak_to_{s14},_to_see_if_{s12}_was_able_to_arrange_a_reconciliation.
str_we_will_gather_the_army_but_not_ride_until_we_have_an_objective We_will_gather_the_army,_but_not_ride_forth_until_we_have_an_objective.
str_we_shall_lay_siege_to_an_easy_fortress_to_capture We_are_concentrating_out_forces_on_their_most_vulnerable_fortress.
str_we_shall_strike_at_the_heart_of_our_foe_and_seize_the_fortress_of_s14 We_intend_to_strike_a_blow_which_will_do_them_the_greatest_damage.
str_we_shall_take_the_fortress_of_s14_which_appears_easily_defensible We_aim_to_take_a_fortress_which_is_easy_for_us_to_defend.
str_we_shall_cut_a_fiery_trail_through_their_richest_lands_to_draw_them_out_to_battle We_leave_a_fiery_trail_through_their_richest_lands_to_draw_them_out_to_battle.
str_strategy_criticism_rash I_believe_that_this_strategy_is_rash,_and_needlessly_exposes_our_forces_to_danger.
str_strategy_criticism_cautious I_believe_that_this_strategy_is_overly_cautious,_and_will_see_our_army_melt_away_from_boredom_without_us_achieving_any_successes.
str_tavernkeeper_invalid_quest _had_some_sort_of_business_going_on,_but_I'm_having_trouble_remembering_the_details.
str_faction_title_male_player Lord_{s0}
str_faction_title_male_1 Lord_{s0}
str_faction_title_male_2 Lord_{s0}
str_faction_title_male_3 Lord_{s0}
str_faction_title_male_4 Lord_{s0}
str_faction_title_male_5 Lord_{s0}
str_faction_title_male_6 Lord_{s0}
str_faction_title_female_player Lady_{s0}
str_faction_title_female_1 Lady_{s0}
str_faction_title_female_2 Lady_{s0}
str_faction_title_female_3 Lady_{s0}
str_faction_title_female_4 Lady_{s0}
str_faction_title_female_5 Lady_{s0}
str_faction_title_female_6 Lady_{s0}
str_name_kingdom_text What_will_be_the_name_of_your_kingdom?
str_default_kingdom_name {s0}'s_Kingdom
str_lord_defects_ordinary Lord_Defects^^{s1}_has_renounced_{reg4?her:his}_allegiance_to_the_{s3},_and_joined_the_{s2}
str_lord_defects_player Lord_Defects^^{s1}_has_renounced_{reg4?her:his}_allegiance_to_the_{s3}._{reg4?She:He}_has_tentatively_joined_your_kingdom._You_may_go_to_your_court_to_receive_a_pledge,_if_you_wish.
str_lord_defects_player_faction Lord_Defects^^{s1}_has_renounced_{reg4?her:his}_allegiance_to_the_{s3}._{reg4?She:He}_has_tentatively_joined_your_kingdom._You_may_go_to_your_court_to_receive_a_pledge,_if_you_wish.
str_lord_indicted_player_faction By_order_of_{s6},_{s4}_of_the_{s5}_has_been_indicted_for_treason._The_lord_has_been_stripped_of_all_{reg4?her:his}_properties,_and_has_fled_for_{reg4?her:his}_life._{reg4?She:He}_wishes_to_join_your_kingdom._You_may_find_{reg4?her:him}_in_your_court_to_receive_{reg?her:his}_allegiance,_if_you_wish_it.
str_lord_indicted_dialog_approach Greetings,_{my_lord/my_lady}._You_may_have_heard_of_my_ill_treatment_at_the_hands_of_{s10}._You_have_a_reputation_as_one_who_treats_{his/her}_vassals_well,_and_if_you_will_have_me,_I_would_be_honored_to_pledge_myself_as_your_vassal.
str_lord_indicted_dialog_approach_yes And_I_would_be_honored_to_accept_your_pledge.
str_lord_indicted_dialog_approach_no I'm_sorry._Your_service_is_not_required.
str_lord_indicted_dialog_rejected Indeed?_Well,_perhaps_your_reputation_is_misleading._Good_day,_{my_lord/my_lady}_--_I_go_to_see_if_another_ruler_in_France_is_more_appreciative_of_my_talents.
str__has_been_worried_about_bandits_establishing_a_hideout_near_his_home _has_been_worried_about_bandits_establishing_a_hideout_in_{reg4?her:his}_area.
str_bandit_lair_quest_description Find_and_destroy_the_{s9},_and_report_back_to_{s11}.
str_bandit_hideout_preattack You_approach_the_hideout._The_{s4}_don't_appear_to_have_spotted_you_yet,_and_you_could_still_sneak_away_unnoticed._The_difficult_approach_to_the_site_--_{s5}_--_means_that_only_a_handful_of_troops_in_your_party_will_be_able_to_join_the_attack,_and_they_will_be_unable_to_bring_their_horses._If_your_initial_attack_fails,_the_{s4}_will_easily_be_able_to_make_their_escape_and_disperse._Do_you_wish_to_attack_the_hideout,_or_wait_for_another_occasion?
str_bandit_hideout_failure The_{s4}_beat_back_your_attack._You_regroup,_and_advance_again_to_find_that_they_have_dispersed_and_vanished_into_the_surrounding_countryside,_where_no_doubt_they_will_continue_to_threaten_travellers.
str_bandit_hideout_success With_their_retreat_cut_off,_the_{s4}_fall_one_by_one_to_your_determined_attack._Their_hideout,_and_their_ill-gotten_gains,_as_now_yours.
str_bandit_approach_defile down_a_narrow_defile
str_bandit_approach_swamp through_a_pine_swamp
str_bandit_approach_thickets through_a_series_of_dense_thickets
str_bandit_approach_cliffs up_a_path_along_the_side_of_a_cliff
str_bandit_approach_cove down_a_stream_bed_cutting_through_the_sea-cliffs
str_political_explanation_lord_lacks_center In_this_case,_the_fief_should_go_to_a_lord_who_has_no_land_and_no_income.
str_political_explanation_lord_took_center In_this_case,_the_fortress_should_go_to_the_one_who_captured_it.
str_political_explanation_most_deserving_friend In_this_case,_I_looked_to_my_close_friends_and_companions,_and_decided_to_give_the_fief_to_the_most_deserving.
str_political_explanation_most_deserving_in_faction In_this_case,_I_looked_to_all_the_lords_of_the_realm,_and_decided_to_give_the_fief_to_the_most_deserving.
str_political_explanation_self In_the_absence_of_any_clear_other_candidate,_I_nominate_myself.
str_political_explanation_marshal I_chose_the_most_valiant_of_our_nobles,_whom_I_trust,_and_whose_name_is_not_currently_tainted_by_controversy.
str_prisoner_at_large large,_after_the_captors_were_defeated_in_battle._I_expect_your_friend_will_resurface_shortly.
str_quick_battle_scene_1 Farmhouse
str_quick_battle_scene_2 Oasis
str_quick_battle_scene_3 Tulbuk's_Pass
str_quick_battle_scene_4 Haima_Castle
str_quick_battle_scene_5 Ulbas_Castle
str_quick_battle_troop_1 Charles_VII,_Regent_of_France,_le_Dauphin
str_quick_battle_troop_2 John_of_Lancaster,_Duke_of_Bedford
str_quick_battle_troop_3 Philippe_the_Good,_Duke_of_Burgundy
str_quick_battle_troop_4 Jean_V_de_Montfort,_Duke_of_Brittany
str_quick_battle_troop_5 Étienne_de_Vignolles,_Seigneur_de_Vignolles
str_quick_battle_troop_6 Jeanne
str_quick_battle_troop_7 Jean_Poton_de_Xaintrailles,_Seigneur_de_Xaintrailles
str_quick_battle_troop_8 John_Talbot,_Baron_Talbot_and_Furnival
str_quick_battle_troop_9 John_Fastolf,_Lieutenant-general_of_Normandy
str_quick_battle_troop_10 Arthur_de_Richemont,_Connétable_de_Richemont
str_quick_battle_troop_11 Pierre_de_Rochefort,_Seigneur_de_Rieux_et_de_Rochefort
str_quick_battle_troops_end {!}quick_battle_troops_end
str_tutorial_training_ground_intro_message Walk_around_the_training_field_and_speak_with_the_fighters_to_practice_various_aspects_of_Mount&Blade_combat._You_can_use_ASDW_keys_to_move_around._To_talk_to_a_character,_approach_him_until_his_name_appears_on_your_screen,_and_then_press_the_F_key._You_can_also_use_the_F_key_to_pick_up_items,_open_doors_and_interact_with_objects._Press_the_Tab_key_to_exit_the_tutorial_any_time_you_like.
str_map_basic Map
str_game_type_basic Game_Type
str_battle Battle
str_siege_offense Siege_(Offense)
str_siege_defense Siege_(Defense)
str_character Character
str_biography Background
str_player Player
str_enemy Enemy
str_faction Faction
str_army_composition Army_Composition
str_army_size Army_Size
str_reg0_percent {!}{reg0}%
str_reg0_men {reg0}_men
str_start Start
str_i_need_to_raise_some_men_before_attempting_anything_else I_need_to_raise_some_men_before_attempting_anything_else
str_we_are_currently_at_peace We_are_currently_at_peace.
str_the_marshalship the_marshalship
str_you you
str_myself myself
str_my_friend_s15 my_friend_{s15}
str_custom_battle Custom_Battle
str_comment_intro_liege_affiliated_to_player I_am_told_that_you_would_dispute_my_claim_to_the_crown_of_France._Needless_to_say,_I_am_not_pleased_by_this_news._However,_we_may_still_talk.
str_s21_the_s8_declared_war_out_of_personal_enmity {s21}_The_{s8}_declared_war_out_of_personal_enmity
str_s21_the_s8_declared_war_in_response_to_border_provocations {s21}_The_{s8}_declared_war_in_response_to_border_provocations
str_s21_the_s8_declared_war_to_curb_the_other_realms_power {s21}_The_{s8}_declared_war_to_curb_the_other_realm's_power
str_s21_the_s8_declared_war_to_regain_lost_territory {s21}_The_{s8}_declared_war_to_regain_lost_territory
str__family_ ^Family:_
str_we_are_conducting_recce We_will_first_scout_the_area,_and_then_decide_what_to_do.
str__family_dupe ^Family:
str_s49_s12_s11_end {s49}_{s12}_({s11}).
str_center_party_not_active is_not_our_target,_because_we_don't_have_a_leader_who_has_taken_the_field.
str_center_is_friendly is_not_our_enemy.
str_center_is_already_besieged is_already_under_siege.
str_center_is_looted_or_raided_already is_already_been_laid_waste.
str_center_marshal_does_not_want_to_attack_innocents is_inhabited_by_common_folk,_who_would_suffer_the_most_if_the_land_is_laid_waste.
